day,year,mo,da,collision_date,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,NUM_COLLISIONS
2,2019,9,24,24/09/2019,72.2,55.8,1008.6,9.4,5.9,9.9,17.1,89.1,66,0.11,999.9,0,628
3,2019,9,25,25/09/2019,67.9,49.4,1011.6,10,2.4,6,999.9,79,57.9,0,999.9,0,604
4,2019,9,26,26/09/2019,70.5,57.6,1009.7,9.8,3.7,7,18.1,82.9,57.9,0,999.9,0,645
5,2019,9,27,27/09/2019,66.3,51.7,1017.8,10,2.4,6,14,82.9,59,0.02,999.9,0,703
6,2019,9,28,28/09/2019,71.3,60.2,1019.2,10,3,6,999.9,82,59,0,999.9,0,532
7,2019,9,29,29/09/2019,74.4,58.8,1021.6,10,4.5,11.1,21,82,64.9,0,999.9,0,488
1,2019,9,30,30/09/2019,65.3,48.5,1026,10,6.1,9.9,18.1,80.1,60.1,0,999.9,0,435
2,2019,10,1,01/10/2019,69.9,57.9,1018.9,10,3,7,14,81,60.1,0,999.9,0,454
3,2019,10,2,02/10/2019,78.7,66.2,1010.1,9.8,5.2,8.9,15.9,93,63,0,999.9,0,688
4,2019,10,3,03/10/2019,58.5,55.3,1017.5,5.8,6.9,11.1,18.1,73.9,53.1,0.2,999.9,0,690
5,2019,10,4,04/10/2019,59.2,49.8,1017.2,7.6,4.9,9.9,22,66,53.1,0.17,999.9,0,708
6,2019,10,5,05/10/2019,52,35.2,1029.4,10,5.2,11.1,24.1,66,45,0,999.9,0,557
7,2019,10,6,06/10/2019,62.8,52.4,1026.4,9.8,2,5.1,15,70,45,0,999.9,0,435
1,2019,10,7,07/10/2019,71.5,60.6,1020.8,9.8,3.4,6,999.9,79,57,0.01,999.9,0,575
2,2019,10,8,08/10/2019,60.5,51.4,1023.2,8.7,5.8,8,17.1,63,57,0.22,999.9,0,523
3,2019,10,9,09/10/2019,56.6,46.7,1023.8,8.8,8.8,15,22.9,64,51.1,0.02,999.9,0,383
4,2019,10,10,10/10/2019,59.5,42.3,1022.9,10,8.1,14,24.1,71.1,51.1,0.54,999.9,0,615
5,2019,10,11,11/10/2019,59.4,37.9,1020,10,8.3,15,25.1,71.1,53.1,0,999.9,0,606
6,2019,10,12,12/10/2019,59.8,46.6,1015.3,10,3.9,8.9,17.1,66.9,55,0,999.9,0,502
7,2019,10,13,13/10/2019,59.5,45.9,1017.4,10,2.4,5.1,999.9,66.9,53.1,0,999.9,0,441
1,2019,10,14,14/10/2019,63.7,49.2,1014.9,10,2.5,9.9,15,72,53.1,0,999.9,0,400
2,2019,10,15,15/10/2019,58.4,37.9,1019.4,10,2.9,5.1,999.9,72,51.1,0,999.9,0,549
3,2019,10,16,16/10/2019,59.6,52,1014.1,8.1,3.8,8.9,22,66,51.1,0,999.9,0,658
4,2019,10,17,17/10/2019,55,43.7,992.6,8.8,10,18.1,34,66,51.1,1.83,999.9,0,608
5,2019,10,18,18/10/2019,53.2,38,1008,10,8.7,14,28,57.9,50,0,999.9,0,634
6,2019,10,19,19/10/2019,50.8,35.8,1017.2,10,2.5,7,999.9,60.1,43,0,999.9,0,586
7,2019,10,20,20/10/2019,54.3,46.4,1016.9,8,3.2,9.9,999.9,60.1,43,0,999.9,1,500
1,2019,10,21,21/10/2019,56.4,46.9,1017.5,9.6,4.7,11.1,15.9,66.9,48.9,0.54,999.9,0,559
2,2019,10,22,22/10/2019,57.5,51.3,1017.2,8.1,3.6,7,999.9,66.9,51.1,0,999.9,0,562
3,2019,10,23,23/10/2019,60.6,48.6,1013,7.9,5.5,8.9,20,64.9,55,0.58,999.9,0,669
4,2019,10,24,24/10/2019,57.7,34.8,1024.3,10,2.5,6,14,66.9,50,0.01,999.9,0,613
5,2019,10,25,25/10/2019,58.1,45.8,1024.8,9.8,3.1,8.9,999.9,66.9,50,0,999.9,0,647
6,2019,10,26,26/10/2019,58.7,44.6,1022.8,10,3,8,999.9,64.9,52,0,999.9,0,525
7,2019,10,27,27/10/2019,59.5,54.1,1016.7,7.6,4.7,9.9,22,66.9,52,0.05,999.9,1,467
1,2019,10,28,28/10/2019,58.9,50.1,1018.6,10,2.9,7,999.9,66.9,55,1.34,999.9,0,607
2,2019,10,29,29/10/2019,56.6,53.1,1025.5,6,3.8,6,999.9,59,53.6,0,999.9,0,639
3,2019,10,30,30/10/2019,60,58.2,1023.1,4,2.5,8,999.9,63,54,0.09,999.9,0,595
4,2019,10,31,31/10/2019,64.7,62.9,1013.4,5.3,3.2,8,15.9,70,57.9,0.36,999.9,0,616
5,2019,11,1,01/11/2019,54.9,39,1012.8,9.9,8.7,15,25.1,71.1,45,0.33,999.9,0,782
6,2019,11,2,02/11/2019,46,30.4,1022.2,10,3.6,7,999.9,53.1,39.9,0.11,999.9,0,506
7,2019,11,3,03/11/2019,47.9,30.4,1018.6,10,4.3,7,999.9,54,39.9,0,999.9,0,479
1,2019,11,4,04/11/2019,48.5,29,1026.2,10,2.3,8,15,55.9,41,0,999.9,0,623
2,2019,11,5,05/11/2019,56,44.5,1022.4,10,2.6,6,999.9,61,41,0,999.9,0,440
3,2019,11,6,06/11/2019,51,30.8,1026,10,4.4,8.9,999.9,61,45,0,999.9,0,615
4,2019,11,7,07/11/2019,52,33.5,1022.3,9.5,3.7,7,14,57,45,0,999.9,0,669
5,2019,11,8,08/11/2019,37.9,22.2,1019.5,9.8,6.6,11.1,24.1,57,33.1,0.1,999.9,0,676
6,2019,11,9,09/11/2019,33.3,16.2,1026.1,10,2.8,8.9,15,41,27,0,999.9,0,502
7,2019,11,10,10/11/2019,43.9,24,1019,10,3.9,7,999.9,51.1,27,0,999.9,0,457
1,2019,11,11,11/11/2019,53.2,38.1,1017.1,9.8,1.5,6,999.9,62.1,37.9,0,999.9,0,481
2,2019,11,12,12/11/2019,46.5,35.2,1010.4,9.8,6.8,13,22.9,62.1,32,0,999.9,0,595
3,2019,11,13,13/11/2019,27.6,5.1,1024.7,10,6.1,13,22,33.1,23,0.04,999.9,0,599
4,2019,11,14,14/11/2019,35,14.5,1029.4,10,3.3,7,999.9,45,23,0,999.9,0,545
5,2019,11,15,15/11/2019,43.2,22,1023.3,10,3.6,6,999.9,51.1,28,0,999.9,0,621
6,2019,11,16,16/11/2019,39.1,9.4,1027.7,10,8.4,13,22,51.1,32,0,999.9,0,527
7,2019,11,17,17/11/2019,35.8,15.8,1027.7,10,8.3,15.9,22,43,30,0,999.9,0,444
1,2019,11,18,18/11/2019,39.3,33.9,1011.7,7.3,7.1,13,20,43,30,0.01,999.9,0,743
2,2019,11,19,19/11/2019,42.9,37.6,1008.4,6.6,3.3,8,999.9,48,37,0.65,999.9,0,630
3,2019,11,20,20/11/2019,43.2,30.6,1013.1,10,4,11.1,20,48,39.2,0.18,999.9,0,526
4,2019,11,21,21/11/2019,44.8,29.2,1020.2,10,4,8,999.9,53.1,39,0,999.9,0,647
5,2019,11,22,22/11/2019,49.2,34.8,1011.3,9.5,5.9,11.1,22,53.1,39,0,999.9,0,633
6,2019,11,23,23/11/2019,40.3,20.3,1014.8,10,4.6,9.9,19,53.1,35.1,0.07,999.9,0,528
7,2019,11,24,24/11/2019,42.6,37,998.6,6.5,5.6,12,20,46,34,0.61,999.9,0,517
1,2019,11,25,25/11/2019,44.8,32.6,1006.9,10,5.1,8.9,17.1,53.1,39,0.32,999.9,0,641
2,2019,11,26,26/11/2019,51.6,36.6,1015,9.8,3.8,8.9,14,61,39,0,999.9,0,702
3,2019,11,27,27/11/2019,54.3,43.2,1012.5,9.9,3.1,8.9,17.1,61,44.1,0,999.9,0,561
4,2019,11,28,28/11/2019,49.2,32,1007.7,10,10.7,17.1,31.1,59,41,0.04,999.9,0,374
5,2019,11,29,29/11/2019,36.1,22,1021.9,10,5.5,8.9,18.1,53.1,30.9,0,999.9,0,425
6,2019,11,30,30/11/2019,36.3,16.8,1018,10,4,7,999.9,43,30,0,999.9,0,465
7,2019,12,1,01/12/2019,33.3,21,1013.8,8,7,14,22.9,43,30,0,999.9,0,409
1,2019,12,2,02/12/2019,35.3,32.7,999,5.4,8.2,15,29.9,39,30,0.65,999.9,1,580
2,2019,12,3,03/12/2019,32.4,26,1000.1,6.6,6.6,11.1,20,37,30,0.47,999.9,0,620
3,2019,12,4,04/12/2019,35.3,27.1,1001,9,4.7,9.9,15,39,30,0.02,1.2,0,552
4,2019,12,5,05/12/2019,38.6,27.5,1006.1,9.4,7.1,15,28,42.1,32,0,999.9,0,597
5,2019,12,6,06/12/2019,40.6,23.7,1017.6,10,6,9.9,21,50,34,0,999.9,0,563
6,2019,12,7,07/12/2019,36.6,18.2,1025.1,10,7.4,12,22.9,50,32,0,999.9,0,566
7,2019,12,8,08/12/2019,34,18.5,1032.3,10,2.3,6,999.9,42.1,28,0,999.9,0,455
1,2019,12,9,09/12/2019,46.8,43.4,1021.9,4.4,2.9,8,18.1,54,28,0.21,999.9,1,737
2,2019,12,10,10/12/2019,55.8,51.6,1008.6,8.5,5.5,9.9,20,57.9,42.1,1.36,999.9,0,667
3,2019,12,11,11/12/2019,37.3,30.4,1022.2,8.3,5.3,13,24.1,57.9,30.9,0.36,999.9,1,578
4,2019,12,12,12/12/2019,31.1,11,1037,10,5,12,21,39.9,26.1,0.03,999.9,0,599
5,2019,12,13,13/12/2019,39.1,30.9,1031,8.4,4,8.9,999.9,46,26.1,0,999.9,0,760
6,2019,12,14,14/12/2019,50.1,49.1,1001.3,2.4,5.7,14,22.9,55.9,33.1,1.93,999.9,1,577
7,2019,12,15,15/12/2019,44.8,29.3,1004.5,10,8.7,13,31.1,55.9,41,0.04,999.9,0,503
1,2019,12,16,16/12/2019,35.6,17.3,1022.9,10,4.3,9.9,18.1,48.9,33.1,0,999.9,0,519
2,2019,12,17,17/12/2019,33.5,29.8,1014.3,5.5,6.3,15,22,37,32,0.47,999.9,0,700
3,2019,12,18,18/12/2019,33,24.8,1009.6,9.6,7.1,14,27,36,28.9,0.53,999.9,1,701
4,2019,12,19,19/12/2019,21.3,7.7,1023.8,9,9.3,14,25.1,36,16,0.03,999.9,0,699
5,2019,12,20,20/12/2019,25.8,10.8,1032.5,10,5.8,9.9,15.9,33.1,16,0,999.9,0,698
6,2019,12,21,21/12/2019,28.2,15.5,1036.3,10,2.9,8,999.9,35.1,21.9,0,999.9,0,520
7,2019,12,22,22/12/2019,36.6,23.4,1027.7,8.3,3.5,7,14,46,23,0,999.9,0,510
1,2019,12,23,23/12/2019,46.5,27,1019.7,9.4,4.3,9.9,18.1,57,30,0,999.9,0,593
2,2019,12,24,24/12/2019,45,24.5,1017.6,10,5.2,9.9,18.1,57,39.9,0,999.9,0,530
3,2019,12,25,25/12/2019,38.7,22.1,1022.3,10,3,8.9,999.9,46.9,32,0,999.9,0,264
4,2019,12,26,26/12/2019,39.8,34.3,1024.3,8.1,5.1,11.1,999.9,46.9,32,0,999.9,0,414
5,2019,12,27,27/12/2019,49.4,40.9,1024.7,9.9,4.7,9.9,18.1,54,36,0,999.9,0,448
6,2019,12,28,28/12/2019,48,37.4,1021.5,8.3,3.8,7,999.9,54,45,0,999.9,0,355
7,2019,12,29,29/12/2019,42.6,30.2,1022.7,9.3,3.1,8,999.9,51.1,39.9,0,999.9,0,384
1,2019,12,30,30/12/2019,39.4,38.3,1012.4,2.7,10,20,34,41,37.4,0.56,999.9,1,518
2,2019,12,31,31/12/2019,38.7,34.9,1005,9.5,5.3,14,24.1,44.1,36,0.43,999.9,0,10
